itemid, orderid,productid,quantity,productname
86019 , 5779 , 76 , 1.0 , Happy Valley White Peaches
86020 , 5779 , 7 , 1.0 , pink lady
86021 , 5779 , 28 , 1.0 , Land O Lakes Butter
86022 , 5779 , 68 , 1.0 , Heinz Ketchup Quart Bottle
86023 , 5779 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
86024 , 5779 , 6 , 1.0 , Pivotal Smoothie
86025 , 5779 , 15 , 1.0 , Meyer Lemons
86026 , 5779 , 23 , 1.0 , red top turnip
86027 , 5779 , 63 , 1.0 , Mom's extra frosting birthday cake
86028 , 5779 , 43 , 1.0 , T-bone steak
86029 , 5779 , 17 , 1.0 , napa
86030 , 5779 , 4 , 1.0 , PBR
86031 , 5779 , 30 , 1.0 , Pivotal 1/2 and 1/2
86032 , 5779 , 76 , 1.0 , Happy Valley White Peaches
86033 , 5779 , 8 , 1.0 , banana
86034 , 5780 , 40 , 1.0 , Husky Paper towels
86035 , 5780 , 49 , 1.0 , Leg of lamb
86036 , 5780 , 69 , 1.0 , Ball Park Mustard
86037 , 5780 , 6 , 1.0 , Pivotal Smoothie
86038 , 5780 , 31 , 1.0 , Free Range Extra Large
86039 , 5780 , 7 , 1.0 , pink lady
86040 , 5780 , 38 , 1.0 , Organic Vegetarian Sausage
86041 , 5780 , 67 , 1.0 , Mom's Old Fashioned Mayo
86042 , 5780 , 62 , 1.0 , Donut King 6 pack
86043 , 5780 , 30 , 1.0 , Pivotal 1/2 and 1/2
86044 , 5780 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86045 , 5780 , 40 , 1.0 , Husky Paper towels
86046 , 5780 , 7 , 1.0 , pink lady
86047 , 5780 , 63 , 1.0 , Mom's extra frosting birthday cake
86048 , 5781 , 41 , 1.0 , 12 inch Dinner Plates
86049 , 5781 , 9 , 1.0 , Kirby cukes
86050 , 5781 , 31 , 1.0 , Free Range Extra Large
86051 , 5781 , 51 , 1.0 , Elmer's Roast Beef
86052 , 5781 , 62 , 1.0 , Donut King 6 pack
86053 , 5781 , 71 , 1.0 , Mr Peanut Peanut Butter
86054 , 5781 , 65 , 1.0 , Mr Peanut Peanut Oil
86055 , 5781 , 12 , 1.0 , fennel
86056 , 5781 , 5 , 1.0 , Boone Farms Swill
86057 , 5782 , 21 , 1.0 , black radish
86058 , 5782 , 54 , 1.0 , Vermonter Mild Cheddar
86059 , 5782 , 10 , 1.0 , dill
86060 , 5782 , 67 , 1.0 , Mom's Old Fashioned Mayo
86061 , 5782 , 20 , 1.0 , quince ?
86062 , 5782 , 62 , 1.0 , Donut King 6 pack
86063 , 5782 , 43 , 1.0 , T-bone steak
86064 , 5782 , 21 , 1.0 , black radish
86065 , 5782 , 21 , 1.0 , black radish
86066 , 5782 , 10 , 1.0 , dill
86067 , 5782 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86068 , 5782 , 80 , 1.0 , Pivotal Stomach Calmer
86069 , 5782 , 35 , 1.0 , Maine Wild Blueberries
86070 , 5782 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86071 , 5782 , 17 , 1.0 , napa
86072 , 5782 , 43 , 1.0 , T-bone steak
86073 , 5782 , 28 , 1.0 , Land O Lakes Butter
86074 , 5782 , 43 , 1.0 , T-bone steak
86075 , 5782 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
86076 , 5783 , 34 , 1.0 , Pivotal Small Frozen Peas
86077 , 5783 , 76 , 1.0 , Happy Valley White Peaches
86078 , 5783 , 2 , 1.0 , Ooopsi Cola
86079 , 5783 , 20 , 1.0 , quince ?
86080 , 5783 , 2 , 1.0 , Ooopsi Cola
86081 , 5783 , 18 , 1.0 , california navels
86082 , 5783 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86083 , 5783 , 75 , 1.0 , Happy Valley Diced Tomatoes
86084 , 5783 , 82 , 1.0 , BabyBum Disposable Diapers
86085 , 5783 , 72 , 1.0 , K-Town Half Sour Pickles
86086 , 5783 , 4 , 1.0 , PBR
86087 , 5783 , 58 , 1.0 , Wonder Bread
86088 , 5783 , 73 , 1.0 , Happy Valley Sweet Corn
86089 , 5783 , 21 , 1.0 , black radish
86090 , 5783 , 82 , 1.0 , BabyBum Disposable Diapers
86091 , 5783 , 66 , 1.0 , Old Italy Olive Oil
86092 , 5783 , 77 , 1.0 , Pivotal Baked Beans
86093 , 5783 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86094 , 5783 , 56 , 1.0 , Mom's Potato Salad
86095 , 5784 , 55 , 1.0 , Mom's Cole Slaw
86096 , 5784 , 12 , 1.0 , fennel
86097 , 5784 , 13 , 1.0 , pink grapefruit
86098 , 5784 , 43 , 1.0 , T-bone steak
86099 , 5784 , 9 , 1.0 , Kirby cukes
86100 , 5785 , 74 , 1.0 , Happy Valley Green Beans
86101 , 5785 , 45 , 1.0 , Porky Pig Big Chops
86102 , 5785 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86103 , 5785 , 3 , 1.0 , Chateau Potomac Water
86104 , 5785 , 35 , 1.0 , Maine Wild Blueberries
86105 , 5785 , 73 , 1.0 , Happy Valley Sweet Corn
86106 , 5785 , 38 , 1.0 , Organic Vegetarian Sausage
86107 , 5785 , 16 , 1.0 , Honeydew
86108 , 5785 , 28 , 1.0 , Land O Lakes Butter
86109 , 5785 , 26 , 1.0 , Pivotal 2% Milk
86110 , 5785 , 26 , 1.0 , Pivotal 2% Milk
86111 , 5786 , 77 , 1.0 , Pivotal Baked Beans
86112 , 5786 , 75 , 1.0 , Happy Valley Diced Tomatoes
86113 , 5786 , 25 , 1.0 , ugli fruit
86114 , 5786 , 59 , 1.0 , Zabar's Old Fahsioned Rye
86115 , 5786 , 30 , 1.0 , Pivotal 1/2 and 1/2
86116 , 5786 , 8 , 1.0 , banana
86117 , 5786 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86118 , 5786 , 12 , 1.0 , fennel
86119 , 5786 , 52 , 1.0 , Porky Pig Smoked Ham
86120 , 5786 , 11 , 1.0 , white eggplant
86121 , 5786 , 25 , 1.0 , ugli fruit
86122 , 5786 , 31 , 1.0 , Free Range Extra Large
86123 , 5786 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
86124 , 5786 , 4 , 1.0 , PBR
86125 , 5786 , 50 , 1.0 , Kosher salami
86126 , 5786 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86127 , 5786 , 56 , 1.0 , Mom's Potato Salad
86128 , 5786 , 41 , 1.0 , 12 inch Dinner Plates
86129 , 5786 , 24 , 1.0 , seedless watermelon
86130 , 5786 , 74 , 1.0 , Happy Valley Green Beans
86131 , 5786 , 64 , 1.0 , Ballpark Hot Dog Rolls
86132 , 5787 , 50 , 1.0 , Kosher salami
86133 , 5787 , 30 , 1.0 , Pivotal 1/2 and 1/2
86134 , 5787 , 7 , 1.0 , pink lady
86135 , 5787 , 8 , 1.0 , banana
86136 , 5787 , 69 , 1.0 , Ball Park Mustard
86137 , 5787 , 10 , 1.0 , dill
86138 , 5787 , 50 , 1.0 , Kosher salami
86139 , 5787 , 49 , 1.0 , Leg of lamb
86140 , 5788 , 36 , 1.0 , Jasper's White Pizza
86141 , 5788 , 66 , 1.0 , Old Italy Olive Oil
86142 , 5788 , 76 , 1.0 , Happy Valley White Peaches
86143 , 5788 , 30 , 1.0 , Pivotal 1/2 and 1/2
86144 , 5788 , 23 , 1.0 , red top turnip
86145 , 5788 , 10 , 1.0 , dill
86146 , 5788 , 61 , 1.0 , Brooklyn Bagel 6 pack
86147 , 5788 , 4 , 1.0 , PBR
86148 , 5788 , 2 , 1.0 , Ooopsi Cola
86149 , 5788 , 12 , 1.0 , fennel
86150 , 5788 , 19 , 1.0 , dole pineapple
86151 , 5788 , 43 , 1.0 , T-bone steak
86152 , 5788 , 37 , 1.0 , Uggo Waffles
86153 , 5788 , 20 , 1.0 , quince ?
86154 , 5788 , 63 , 1.0 , Mom's extra frosting birthday cake
86155 , 5788 , 18 , 1.0 , california navels
86156 , 5788 , 52 , 1.0 , Porky Pig Smoked Ham
86157 , 5789 , 7 , 1.0 , pink lady
86158 , 5789 , 16 , 1.0 , Honeydew
86159 , 5789 , 34 , 1.0 , Pivotal Small Frozen Peas
86160 , 5789 , 43 , 1.0 , T-bone steak
86161 , 5789 , 28 , 1.0 , Land O Lakes Butter
86162 , 5789 , 63 , 1.0 , Mom's extra frosting birthday cake
86163 , 5789 , 2 , 1.0 , Ooopsi Cola
86164 , 5789 , 10 , 1.0 , dill
86165 , 5789 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86166 , 5789 , 5 , 1.0 , Boone Farms Swill
86167 , 5789 , 50 , 1.0 , Kosher salami
86168 , 5789 , 5 , 1.0 , Boone Farms Swill
86169 , 5789 , 12 , 1.0 , fennel
86170 , 5790 , 31 , 1.0 , Free Range Extra Large
86171 , 5790 , 82 , 1.0 , BabyBum Disposable Diapers
86172 , 5790 , 60 , 1.0 , Organic Whole Wheat Bread
86173 , 5790 , 66 , 1.0 , Old Italy Olive Oil
86174 , 5790 , 1 , 1.0 , Pivotal Apple Juice
86175 , 5790 , 16 , 1.0 , Honeydew
86176 , 5790 , 68 , 1.0 , Heinz Ketchup Quart Bottle
86177 , 5790 , 44 , 1.0 , ground beef
86178 , 5790 , 15 , 1.0 , Meyer Lemons
86179 , 5790 , 19 , 1.0 , dole pineapple
86180 , 5790 , 26 , 1.0 , Pivotal 2% Milk
86181 , 5791 , 15 , 1.0 , Meyer Lemons
86182 , 5791 , 82 , 1.0 , BabyBum Disposable Diapers
86183 , 5791 , 71 , 1.0 , Mr Peanut Peanut Butter
86184 , 5791 , 75 , 1.0 , Happy Valley Diced Tomatoes
86185 , 5791 , 63 , 1.0 , Mom's extra frosting birthday cake
86186 , 5791 , 62 , 1.0 , Donut King 6 pack
86187 , 5791 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86188 , 5791 , 50 , 1.0 , Kosher salami
86189 , 5791 , 64 , 1.0 , Ballpark Hot Dog Rolls
86190 , 5791 , 66 , 1.0 , Old Italy Olive Oil
86191 , 5791 , 58 , 1.0 , Wonder Bread
86192 , 5791 , 44 , 1.0 , ground beef
86193 , 5791 , 60 , 1.0 , Organic Whole Wheat Bread
86194 , 5791 , 36 , 1.0 , Jasper's White Pizza
86195 , 5791 , 80 , 1.0 , Pivotal Stomach Calmer
86196 , 5791 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86197 , 5791 , 13 , 1.0 , pink grapefruit
86198 , 5791 , 30 , 1.0 , Pivotal 1/2 and 1/2
86199 , 5792 , 48 , 1.0 , Porky Pig Everloving Bacon
86200 , 5792 , 66 , 1.0 , Old Italy Olive Oil
86201 , 5792 , 66 , 1.0 , Old Italy Olive Oil
86202 , 5792 , 58 , 1.0 , Wonder Bread
86203 , 5792 , 66 , 1.0 , Old Italy Olive Oil
86204 , 5792 , 38 , 1.0 , Organic Vegetarian Sausage
86205 , 5792 , 52 , 1.0 , Porky Pig Smoked Ham
86206 , 5792 , 43 , 1.0 , T-bone steak
86207 , 5792 , 34 , 1.0 , Pivotal Small Frozen Peas
86208 , 5792 , 65 , 1.0 , Mr Peanut Peanut Oil
86209 , 5792 , 80 , 1.0 , Pivotal Stomach Calmer
86210 , 5792 , 71 , 1.0 , Mr Peanut Peanut Butter
86211 , 5792 , 36 , 1.0 , Jasper's White Pizza
86212 , 5793 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86213 , 5793 , 68 , 1.0 , Heinz Ketchup Quart Bottle
86214 , 5793 , 52 , 1.0 , Porky Pig Smoked Ham
86215 , 5793 , 71 , 1.0 , Mr Peanut Peanut Butter
86216 , 5793 , 26 , 1.0 , Pivotal 2% Milk
86217 , 5793 , 77 , 1.0 , Pivotal Baked Beans
86218 , 5793 , 6 , 1.0 , Pivotal Smoothie
86219 , 5794 , 23 , 1.0 , red top turnip
86220 , 5794 , 35 , 1.0 , Maine Wild Blueberries
86221 , 5794 , 9 , 1.0 , Kirby cukes
86222 , 5794 , 47 , 1.0 , Ball Park Franks
86223 , 5794 , 45 , 1.0 , Porky Pig Big Chops
86224 , 5794 , 48 , 1.0 , Porky Pig Everloving Bacon
86225 , 5794 , 80 , 1.0 , Pivotal Stomach Calmer
86226 , 5794 , 9 , 1.0 , Kirby cukes
86227 , 5794 , 11 , 1.0 , white eggplant
86228 , 5794 , 50 , 1.0 , Kosher salami
86229 , 5794 , 22 , 1.0 , triple wahsed spinach
86230 , 5794 , 25 , 1.0 , ugli fruit
86231 , 5794 , 38 , 1.0 , Organic Vegetarian Sausage
86232 , 5794 , 50 , 1.0 , Kosher salami
86233 , 5794 , 53 , 1.0 , Old Zurich Swiss Cheese
86234 , 5795 , 59 , 1.0 , Zabar's Old Fahsioned Rye
86235 , 5795 , 21 , 1.0 , black radish
86236 , 5795 , 5 , 1.0 , Boone Farms Swill
86237 , 5795 , 17 , 1.0 , napa
86238 , 5795 , 58 , 1.0 , Wonder Bread
86239 , 5795 , 37 , 1.0 , Uggo Waffles
86240 , 5795 , 57 , 1.0 , Mom's Deli Mustard
86241 , 5795 , 40 , 1.0 , Husky Paper towels
86242 , 5795 , 75 , 1.0 , Happy Valley Diced Tomatoes
86243 , 5795 , 30 , 1.0 , Pivotal 1/2 and 1/2
86244 , 5795 , 36 , 1.0 , Jasper's White Pizza
86245 , 5795 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
86246 , 5795 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86247 , 5795 , 22 , 1.0 , triple wahsed spinach
86248 , 5795 , 10 , 1.0 , dill
86249 , 5795 , 46 , 1.0 , Clucker Farms Organic Chicken
86250 , 5795 , 48 , 1.0 , Porky Pig Everloving Bacon
86251 , 5795 , 15 , 1.0 , Meyer Lemons
86252 , 5796 , 34 , 1.0 , Pivotal Small Frozen Peas
86253 , 5796 , 11 , 1.0 , white eggplant
86254 , 5796 , 21 , 1.0 , black radish
86255 , 5796 , 60 , 1.0 , Organic Whole Wheat Bread
86256 , 5796 , 6 , 1.0 , Pivotal Smoothie
86257 , 5796 , 45 , 1.0 , Porky Pig Big Chops
86258 , 5796 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
86259 , 5796 , 14 , 1.0 , horseradish
86260 , 5796 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86261 , 5796 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86262 , 5796 , 28 , 1.0 , Land O Lakes Butter
86263 , 5796 , 70 , 1.0 , Homer's Strawberry Jam
86264 , 5796 , 21 , 1.0 , black radish
86265 , 5796 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86266 , 5796 , 16 , 1.0 , Honeydew
86267 , 5796 , 9 , 1.0 , Kirby cukes
86268 , 5796 , 45 , 1.0 , Porky Pig Big Chops
86269 , 5796 , 71 , 1.0 , Mr Peanut Peanut Butter
86270 , 5796 , 17 , 1.0 , napa
86271 , 5796 , 52 , 1.0 , Porky Pig Smoked Ham
86272 , 5796 , 37 , 1.0 , Uggo Waffles
86273 , 5796 , 4 , 1.0 , PBR
86274 , 5797 , 10 , 1.0 , dill
86275 , 5797 , 51 , 1.0 , Elmer's Roast Beef
86276 , 5797 , 57 , 1.0 , Mom's Deli Mustard
86277 , 5797 , 64 , 1.0 , Ballpark Hot Dog Rolls
86278 , 5797 , 52 , 1.0 , Porky Pig Smoked Ham
86279 , 5797 , 72 , 1.0 , K-Town Half Sour Pickles
86280 , 5797 , 70 , 1.0 , Homer's Strawberry Jam
86281 , 5797 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
86282 , 5797 , 25 , 1.0 , ugli fruit
86283 , 5797 , 54 , 1.0 , Vermonter Mild Cheddar
86284 , 5797 , 6 , 1.0 , Pivotal Smoothie
86285 , 5797 , 14 , 1.0 , horseradish
86286 , 5797 , 31 , 1.0 , Free Range Extra Large
86287 , 5797 , 59 , 1.0 , Zabar's Old Fahsioned Rye
86288 , 5798 , 71 , 1.0 , Mr Peanut Peanut Butter
86289 , 5798 , 8 , 1.0 , banana
86290 , 5798 , 51 , 1.0 , Elmer's Roast Beef
86291 , 5798 , 61 , 1.0 , Brooklyn Bagel 6 pack
86292 , 5798 , 66 , 1.0 , Old Italy Olive Oil
86293 , 5798 , 60 , 1.0 , Organic Whole Wheat Bread
86294 , 5798 , 43 , 1.0 , T-bone steak
86295 , 5798 , 58 , 1.0 , Wonder Bread
86296 , 5798 , 3 , 1.0 , Chateau Potomac Water
86297 , 5798 , 7 , 1.0 , pink lady
86298 , 5798 , 8 , 1.0 , banana
86299 , 5798 , 75 , 1.0 , Happy Valley Diced Tomatoes
86300 , 5798 , 64 , 1.0 , Ballpark Hot Dog Rolls
86301 , 5798 , 12 , 1.0 , fennel
86302 , 5798 , 64 , 1.0 , Ballpark Hot Dog Rolls
86303 , 5798 , 25 , 1.0 , ugli fruit
86304 , 5798 , 60 , 1.0 , Organic Whole Wheat Bread
86305 , 5798 , 30 , 1.0 , Pivotal 1/2 and 1/2
86306 , 5798 , 26 , 1.0 , Pivotal 2% Milk
86307 , 5799 , 65 , 1.0 , Mr Peanut Peanut Oil
86308 , 5799 , 35 , 1.0 , Maine Wild Blueberries
86309 , 5799 , 12 , 1.0 , fennel
86310 , 5799 , 58 , 1.0 , Wonder Bread
86311 , 5799 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86312 , 5799 , 50 , 1.0 , Kosher salami
86313 , 5799 , 20 , 1.0 , quince ?
86314 , 5799 , 67 , 1.0 , Mom's Old Fashioned Mayo
86315 , 5799 , 75 , 1.0 , Happy Valley Diced Tomatoes
86316 , 5799 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86317 , 5799 , 7 , 1.0 , pink lady
86318 , 5799 , 45 , 1.0 , Porky Pig Big Chops
86319 , 5799 , 82 , 1.0 , BabyBum Disposable Diapers
86320 , 5800 , 80 , 1.0 , Pivotal Stomach Calmer
86321 , 5800 , 14 , 1.0 , horseradish
86322 , 5800 , 54 , 1.0 , Vermonter Mild Cheddar
86323 , 5800 , 4 , 1.0 , PBR
86324 , 5800 , 11 , 1.0 , white eggplant
86325 , 5800 , 52 , 1.0 , Porky Pig Smoked Ham
86326 , 5800 , 22 , 1.0 , triple wahsed spinach
86327 , 5800 , 82 , 1.0 , BabyBum Disposable Diapers
86328 , 5800 , 44 , 1.0 , ground beef
86329 , 5800 , 51 , 1.0 , Elmer's Roast Beef
86330 , 5801 , 62 , 1.0 , Donut King 6 pack
86331 , 5801 , 9 , 1.0 , Kirby cukes
86332 , 5801 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86333 , 5801 , 71 , 1.0 , Mr Peanut Peanut Butter
86334 , 5801 , 37 , 1.0 , Uggo Waffles
86335 , 5801 , 49 , 1.0 , Leg of lamb
86336 , 5801 , 78 , 1.0 , Jasper's Pizza Sauce
86337 , 5801 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86338 , 5801 , 34 , 1.0 , Pivotal Small Frozen Peas
86339 , 5801 , 82 , 1.0 , BabyBum Disposable Diapers
86340 , 5801 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
86341 , 5801 , 25 , 1.0 , ugli fruit
86342 , 5801 , 64 , 1.0 , Ballpark Hot Dog Rolls
86343 , 5801 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86344 , 5801 , 19 , 1.0 , dole pineapple
86345 , 5801 , 70 , 1.0 , Homer's Strawberry Jam
86346 , 5801 , 11 , 1.0 , white eggplant
86347 , 5801 , 47 , 1.0 , Ball Park Franks
86348 , 5801 , 41 , 1.0 , 12 inch Dinner Plates
86349 , 5801 , 5 , 1.0 , Boone Farms Swill
86350 , 5801 , 28 , 1.0 , Land O Lakes Butter
86351 , 5802 , 5 , 1.0 , Boone Farms Swill
86352 , 5802 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86353 , 5802 , 14 , 1.0 , horseradish
86354 , 5802 , 66 , 1.0 , Old Italy Olive Oil
86355 , 5802 , 56 , 1.0 , Mom's Potato Salad
86356 , 5802 , 14 , 1.0 , horseradish
86357 , 5802 , 12 , 1.0 , fennel
86358 , 5802 , 23 , 1.0 , red top turnip
86359 , 5802 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86360 , 5802 , 43 , 1.0 , T-bone steak
86361 , 5802 , 21 , 1.0 , black radish
86362 , 5803 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86363 , 5803 , 10 , 1.0 , dill
86364 , 5803 , 17 , 1.0 , napa
86365 , 5803 , 71 , 1.0 , Mr Peanut Peanut Butter
86366 , 5803 , 22 , 1.0 , triple wahsed spinach
86367 , 5803 , 56 , 1.0 , Mom's Potato Salad
86368 , 5803 , 35 , 1.0 , Maine Wild Blueberries
86369 , 5803 , 30 , 1.0 , Pivotal 1/2 and 1/2
86370 , 5803 , 68 , 1.0 , Heinz Ketchup Quart Bottle
86371 , 5803 , 3 , 1.0 , Chateau Potomac Water
86372 , 5803 , 74 , 1.0 , Happy Valley Green Beans
86373 , 5804 , 55 , 1.0 , Mom's Cole Slaw
86374 , 5804 , 78 , 1.0 , Jasper's Pizza Sauce
86375 , 5804 , 3 , 1.0 , Chateau Potomac Water
86376 , 5804 , 65 , 1.0 , Mr Peanut Peanut Oil
86377 , 5804 , 78 , 1.0 , Jasper's Pizza Sauce
86378 , 5804 , 76 , 1.0 , Happy Valley White Peaches
86379 , 5805 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86380 , 5805 , 43 , 1.0 , T-bone steak
86381 , 5805 , 16 , 1.0 , Honeydew
86382 , 5805 , 24 , 1.0 , seedless watermelon
86383 , 5805 , 41 , 1.0 , 12 inch Dinner Plates
86384 , 5805 , 9 , 1.0 , Kirby cukes
86385 , 5805 , 49 , 1.0 , Leg of lamb
86386 , 5805 , 53 , 1.0 , Old Zurich Swiss Cheese
86387 , 5805 , 12 , 1.0 , fennel
86388 , 5805 , 42 , 1.0 , Floral Print Napkins
86389 , 5805 , 72 , 1.0 , K-Town Half Sour Pickles
86390 , 5805 , 53 , 1.0 , Old Zurich Swiss Cheese
86391 , 5805 , 6 , 1.0 , Pivotal Smoothie
86392 , 5805 , 70 , 1.0 , Homer's Strawberry Jam
86393 , 5805 , 31 , 1.0 , Free Range Extra Large
86394 , 5805 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86395 , 5805 , 46 , 1.0 , Clucker Farms Organic Chicken
86396 , 5805 , 1 , 1.0 , Pivotal Apple Juice
86397 , 5805 , 8 , 1.0 , banana
86398 , 5805 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
86399 , 5806 , 40 , 1.0 , Husky Paper towels
86400 , 5806 , 47 , 1.0 , Ball Park Franks
86401 , 5806 , 8 , 1.0 , banana
86402 , 5806 , 61 , 1.0 , Brooklyn Bagel 6 pack
86403 , 5806 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86404 , 5806 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86405 , 5806 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86406 , 5806 , 76 , 1.0 , Happy Valley White Peaches
86407 , 5806 , 7 , 1.0 , pink lady
86408 , 5806 , 24 , 1.0 , seedless watermelon
86409 , 5806 , 63 , 1.0 , Mom's extra frosting birthday cake
86410 , 5806 , 23 , 1.0 , red top turnip
86411 , 5806 , 9 , 1.0 , Kirby cukes
86412 , 5806 , 6 , 1.0 , Pivotal Smoothie
86413 , 5806 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86414 , 5806 , 80 , 1.0 , Pivotal Stomach Calmer
86415 , 5806 , 4 , 1.0 , PBR
86416 , 5806 , 41 , 1.0 , 12 inch Dinner Plates
86417 , 5807 , 45 , 1.0 , Porky Pig Big Chops
86418 , 5807 , 10 , 1.0 , dill
86419 , 5807 , 71 , 1.0 , Mr Peanut Peanut Butter
86420 , 5807 , 78 , 1.0 , Jasper's Pizza Sauce
86421 , 5807 , 24 , 1.0 , seedless watermelon
86422 , 5807 , 30 , 1.0 , Pivotal 1/2 and 1/2
86423 , 5807 , 57 , 1.0 , Mom's Deli Mustard
86424 , 5807 , 34 , 1.0 , Pivotal Small Frozen Peas
86425 , 5807 , 47 , 1.0 , Ball Park Franks
86426 , 5807 , 52 , 1.0 , Porky Pig Smoked Ham
86427 , 5807 , 41 , 1.0 , 12 inch Dinner Plates
86428 , 5807 , 17 , 1.0 , napa
86429 , 5807 , 47 , 1.0 , Ball Park Franks
86430 , 5807 , 32 , 1.0 , Vermot Extra Sharp Cheddar
86431 , 5807 , 5 , 1.0 , Boone Farms Swill
86432 , 5807 , 25 , 1.0 , ugli fruit
86433 , 5807 , 71 , 1.0 , Mr Peanut Peanut Butter
86434 , 5807 , 77 , 1.0 , Pivotal Baked Beans
86435 , 5807 , 67 , 1.0 , Mom's Old Fashioned Mayo
86436 , 5807 , 18 , 1.0 , california navels
86437 , 5807 , 4 , 1.0 , PBR
86438 , 5807 , 40 , 1.0 , Husky Paper towels
86439 , 5807 , 44 , 1.0 , ground beef
86440 , 5807 , 31 , 1.0 , Free Range Extra Large
86441 , 5807 , 70 , 1.0 , Homer's Strawberry Jam
86442 , 5808 , 66 , 1.0 , Old Italy Olive Oil
86443 , 5808 , 71 , 1.0 , Mr Peanut Peanut Butter
86444 , 5808 , 49 , 1.0 , Leg of lamb
86445 , 5808 , 57 , 1.0 , Mom's Deli Mustard
86446 , 5808 , 20 , 1.0 , quince ?
86447 , 5808 , 64 , 1.0 , Ballpark Hot Dog Rolls
86448 , 5808 , 73 , 1.0 , Happy Valley Sweet Corn
86449 , 5808 , 56 , 1.0 , Mom's Potato Salad
86450 , 5808 , 10 , 1.0 , dill
86451 , 5809 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86452 , 5809 , 74 , 1.0 , Happy Valley Green Beans
86453 , 5809 , 50 , 1.0 , Kosher salami
86454 , 5809 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
86455 , 5809 , 47 , 1.0 , Ball Park Franks
86456 , 5809 , 24 , 1.0 , seedless watermelon
86457 , 5809 , 75 , 1.0 , Happy Valley Diced Tomatoes
86458 , 5809 , 70 , 1.0 , Homer's Strawberry Jam
86459 , 5809 , 66 , 1.0 , Old Italy Olive Oil
86460 , 5809 , 26 , 1.0 , Pivotal 2% Milk
86461 , 5809 , 65 , 1.0 , Mr Peanut Peanut Oil
86462 , 5809 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86463 , 5809 , 81 , 1.0 , Pivotal Extra Stength Aspirin
86464 , 5809 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
86465 , 5809 , 75 , 1.0 , Happy Valley Diced Tomatoes
86466 , 5809 , 25 , 1.0 , ugli fruit
86467 , 5809 , 31 , 1.0 , Free Range Extra Large
86468 , 5809 , 12 , 1.0 , fennel
86469 , 5809 , 14 , 1.0 , horseradish
86470 , 5809 , 60 , 1.0 , Organic Whole Wheat Bread
86471 , 5810 , 23 , 1.0 , red top turnip
86472 , 5810 , 80 , 1.0 , Pivotal Stomach Calmer
86473 , 5810 , 14 , 1.0 , horseradish
86474 , 5810 , 60 , 1.0 , Organic Whole Wheat Bread
86475 , 5810 , 57 , 1.0 , Mom's Deli Mustard
86476 , 5811 , 80 , 1.0 , Pivotal Stomach Calmer
86477 , 5811 , 59 , 1.0 , Zabar's Old Fahsioned Rye
86478 , 5811 , 6 , 1.0 , Pivotal Smoothie
86479 , 5811 , 40 , 1.0 , Husky Paper towels
86480 , 5811 , 43 , 1.0 , T-bone steak
86481 , 5811 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
86482 , 5811 , 67 , 1.0 , Mom's Old Fashioned Mayo
